"location_id","location_type","samplecount"
146891,"Square plot 10 x 10 m, woodlands",11
146895,"Square plot 5 x 5 m, most habitats",16
146920,"Square plot 5 x 5 m, most habitats",1
146933,"Square plot 5 x 5 m, most habitats",11
146935,"Square plot 5 x 5 m, most habitats",11
146936,"Square plot 5 x 5 m, most habitats",11
146937,"Square plot 5 x 5 m, most habitats",11
146938,Linear plot,4
146939,Linear plot,12
146940,Linear plot,9
146943,"Square plot 10 x 10 m, woodlands",3
146944,Linear plot,3
146945,"Square plot 5 x 5 m, most habitats",3
146946,"Square plot 5 x 5 m, most habitats",3
146947,"Square plot 5 x 5 m, most habitats",1
146948,Linear plot,1
146949,"Square plot 5 x 5 m, most habitats",1
146950,"Square plot 5 x 5 m, most habitats",1
146951,Linear plot,1
146977,Linear plot,15
146978,"Square plot 10 x 10 m, woodlands",15
146979,"Square plot 5 x 5 m, most habitats",14
146980,Linear plot,14
146981,Linear plot,14
146995,"Square plot 10 x 10 m, woodlands",2
146999,Linear plot,2
147001,Linear plot,1
147002,Linear plot,2
147003,"Square plot 5 x 5 m, most habitats",1
147005,"Square plot 10 x 10 m, woodlands",15
147009,Linear plot,2
147010,"Square plot 5 x 5 m, most habitats",2
147011,"Square plot 5 x 5 m, most habitats",2
147014,Linear plot,18
147015,"Square plot 5 x 5 m, most habitats",16
147016,"Square plot 5 x 5 m, most habitats",17
147017,Linear plot,17
147018,"Square plot 10 x 10 m, woodlands",13
147019,Linear plot,16
147020,"Square plot 10 x 10 m, woodlands",9
147021,Linear plot,9
147022,"Square plot 5 x 5 m, most habitats",9
147023,"Square plot 5 x 5 m, most habitats",9
147024,Linear plot,9
147025,"Square plot 10 x 10 m, woodlands",2
147026,Linear plot,4
147027,Linear plot,4
147028,Linear plot,4
147029,Linear plot,5
147030,"Square plot 5 x 5 m, most habitats",4
147031,Linear plot,3
147032,Linear plot,4
147033,"Square plot 5 x 5 m, most habitats",4
147036,"Square plot 5 x 5 m, most habitats",3
147037,"Square plot 5 x 5 m, most habitats",3
147038,Linear plot,3
147039,"Square plot 5 x 5 m, most habitats",7
147040,Linear plot,6
147044,Linear plot,9
147045,"Square plot 5 x 5 m, most habitats",9
147046,"Square plot 5 x 5 m, most habitats",9
147047,Linear plot,9
147048,"Square plot 5 x 5 m, most habitats",9
147049,Linear plot,6
147050,Linear plot,6
147051,Linear plot,6
147052,Linear plot,6
147053,Linear plot,6
147054,"Square plot 5 x 5 m, most habitats",6
147055,Linear plot,5
147056,"Square plot 5 x 5 m, most habitats",6
147059,Linear plot,2
147060,"Square plot 5 x 5 m, most habitats",2
147061,Linear plot,2
147062,"Square plot 5 x 5 m, most habitats",2
147063,"Square plot 5 x 5 m, most habitats",2
147064,"Square plot 10 x 10 m, woodlands",11
147065,"Square plot 5 x 5 m, most habitats",4
147067,Linear plot,4
147068,"Square plot 10 x 10 m, woodlands",4
147069,"Square plot 5 x 5 m, most habitats",4
147071,"Square plot 10 x 10 m, woodlands",1
147072,"Square plot 5 x 5 m, most habitats",4
147073,"Square plot 10 x 10 m, woodlands",1
147074,Linear plot,5
147075,"Square plot 5 x 5 m, most habitats",11
147076,Linear plot,11
147077,"Square plot 5 x 5 m, most habitats",10
147078,Linear plot,11
147079,Linear plot,10
147085,Linear plot,4
147086,"Square plot 5 x 5 m, most habitats",5
147088,"Square plot 5 x 5 m, most habitats",5
147089,Linear plot,1
147090,Linear plot,4
147091,"Square plot 5 x 5 m, most habitats",4
147092,"Square plot 5 x 5 m, most habitats",4
147093,"Square plot 10 x 10 m, woodlands",4
147094,"Square plot 5 x 5 m, most habitats",4
147095,"Square plot 5 x 5 m, most habitats",4
147097,"Square plot 10 x 10 m, woodlands",4
147098,Linear plot,2
147099,Linear plot,2
147100,Linear plot,2
147105,Linear plot,2
147114,"Square plot 5 x 5 m, most habitats",4
147115,"Square plot 10 x 10 m, woodlands",3
147116,"Square plot 5 x 5 m, most habitats",2
147117,Linear plot,4
147119,"Square plot 5 x 5 m, most habitats",1
147120,"Square plot 5 x 5 m, most habitats",1
147121,"Square plot 5 x 5 m, most habitats",3
147122,Linear plot,5
147125,Linear plot,8
147126,"Square plot 5 x 5 m, most habitats",7
147127,Linear plot,5
147129,"Square plot 5 x 5 m, most habitats",6
147131,Linear plot,3
147132,Linear plot,3
147134,"Square plot 5 x 5 m, most habitats",3
147136,Linear plot,4
147138,Linear plot,4
147147,Linear plot,2
147159,"Square plot 10 x 10 m, woodlands",7
147164,Linear plot,7
147168,Linear plot,10
147169,"Square plot 5 x 5 m, most habitats",10
147170,"Square plot 5 x 5 m, most habitats",5
147171,"Square plot 5 x 5 m, most habitats",5
147172,Linear plot,5
147173,Linear plot,7
147174,"Square plot 10 x 10 m, woodlands",10
147175,"Square plot 5 x 5 m, most habitats",5
147176,Linear plot,10
147177,"Square plot 5 x 5 m, most habitats",10
147178,Linear plot,7
147181,"Square plot 10 x 10 m, woodlands",1
147186,"Square plot 5 x 5 m, most habitats",5
147187,Linear plot,5
147188,"Square plot 5 x 5 m, most habitats",5
147189,"Square plot 5 x 5 m, most habitats",5
147190,"Square plot 5 x 5 m, most habitats",12
147191,Linear plot,11
147192,Linear plot,10
147193,"Square plot 10 x 10 m, woodlands",3
147194,"Square plot 5 x 5 m, most habitats",3
147195,Linear plot,4
147196,"Square plot 5 x 5 m, most habitats",15
147197,"Square plot 5 x 5 m, most habitats",15
147198,"Square plot 5 x 5 m, most habitats",15
147199,"Square plot 5 x 5 m, most habitats",4
147200,Linear plot,2
147201,"Square plot 5 x 5 m, most habitats",5
147202,"Square plot 10 x 10 m, woodlands",2
147203,"Square plot 5 x 5 m, most habitats",2
147204,"Square plot 5 x 5 m, most habitats",2
147205,"Square plot 5 x 5 m, most habitats",2
147206,"Square plot 5 x 5 m, most habitats",2
147212,"Square plot 5 x 5 m, most habitats",1
147214,"Square plot 5 x 5 m, most habitats",1
147215,"Square plot 5 x 5 m, most habitats",1
147216,Linear plot,5
147217,Linear plot,1
147218,"Square plot 5 x 5 m, most habitats",6
147219,Linear plot,4
147220,Linear plot,4
147221,"Square plot 10 x 10 m, woodlands",4
147222,"Square plot 10 x 10 m, woodlands",3
147223,Linear plot,4
147229,Linear plot,7
147231,"Square plot 5 x 5 m, most habitats",1
147232,"Square plot 10 x 10 m, woodlands",5
147233,Linear plot,7
147234,"Square plot 5 x 5 m, most habitats",7
147236,"Square plot 5 x 5 m, most habitats",1
147241,Linear plot,12
147242,"Square plot 10 x 10 m, woodlands",11
147243,"Square plot 10 x 10 m, woodlands",12
147244,Linear plot,10
147245,"Square plot 10 x 10 m, woodlands",1
147246,Linear plot,10
147247,"Square plot 10 x 10 m, woodlands",2
147248,"Square plot 5 x 5 m, most habitats",2
147249,Linear plot,2
147250,"Square plot 5 x 5 m, most habitats",2
147255,Linear plot,5
147256,Linear plot,5
147257,"Square plot 5 x 5 m, most habitats",5
147258,"Square plot 10 x 10 m, woodlands",5
147259,Linear plot,12
147260,Linear plot,6
147261,Linear plot,12
147262,"Square plot 5 x 5 m, most habitats",12
147263,"Square plot 5 x 5 m, most habitats",11
147264,"Square plot 5 x 5 m, most habitats",12
147267,Linear plot,3
147268,"Square plot 10 x 10 m, woodlands",5
147269,Linear plot,5
147270,"Square plot 5 x 5 m, most habitats",2
147271,"Square plot 5 x 5 m, most habitats",2
147272,"Square plot 5 x 5 m, most habitats",2
147273,"Square plot 10 x 10 m, woodlands",2
147274,"Square plot 10 x 10 m, woodlands",2
147275,"Square plot 5 x 5 m, most habitats",2
147276,Linear plot,2
147277,"Square plot 5 x 5 m, most habitats",2
147278,Linear plot,2
147279,Linear plot,2
147280,Linear plot,2
147281,"Square plot 5 x 5 m, most habitats",2
147282,"Square plot 5 x 5 m, most habitats",2
147283,Linear plot,2
147284,Linear plot,2
147285,Linear plot,2
147286,"Square plot 5 x 5 m, most habitats",1
147296,"Square plot 10 x 10 m, woodlands",2
147297,Linear plot,1
147298,Linear plot,4
147299,"Square plot 5 x 5 m, most habitats",4
147300,Linear plot,4
147301,"Square plot 5 x 5 m, most habitats",2
147302,"Square plot 5 x 5 m, most habitats",2
147303,"Square plot 5 x 5 m, most habitats",2
147304,Linear plot,2
147305,Linear plot,2
147306,Linear plot,2
147307,"Square plot 10 x 10 m, woodlands",2
147308,"Square plot 5 x 5 m, most habitats",1
147309,Linear plot,2
147310,"Square plot 5 x 5 m, most habitats",2
147311,Linear plot,2
147312,Linear plot,2
147313,"Square plot 5 x 5 m, most habitats",2
147314,Linear plot,16
147315,"Square plot 5 x 5 m, most habitats",14
147316,"Square plot 5 x 5 m, most habitats",14
147317,"Square plot 5 x 5 m, most habitats",16
147318,Linear plot,15
147320,"Square plot 10 x 10 m, woodlands",2
147321,"Square plot 10 x 10 m, woodlands",2
147322,"Square plot 5 x 5 m, most habitats",2
147323,Linear plot,4
147324,Linear plot,2
147325,Linear plot,2
147327,"Square plot 5 x 5 m, most habitats",11
147330,Linear plot,4
147338,Linear plot,1
147339,"Square plot 5 x 5 m, most habitats",1
147340,Linear plot,1
147341,"Square plot 5 x 5 m, most habitats",2
147342,"Square plot 5 x 5 m, most habitats",11
147343,"Square plot 5 x 5 m, most habitats",1
147344,"Square plot 5 x 5 m, most habitats",1
147347,"Square plot 10 x 10 m, woodlands",7
147349,"Square plot 10 x 10 m, woodlands",6
147367,Linear plot,11
147416,"Square plot 10 x 10 m, woodlands",3
147429,"Square plot 10 x 10 m, woodlands",4
147430,Linear plot,2
147431,Linear plot,1
147432,"Square plot 5 x 5 m, most habitats",3
147433,"Square plot 10 x 10 m, woodlands",4
147434,Linear plot,1
147435,"Square plot 5 x 5 m, most habitats",1
147436,"Square plot 10 x 10 m, woodlands",1
147437,Linear plot,1
147438,"Square plot 5 x 5 m, most habitats",2
147439,"Square plot 5 x 5 m, most habitats",2
147440,Linear plot,2
147441,"Square plot 5 x 5 m, most habitats",2
147442,Linear plot,2
147443,"Square plot 10 x 10 m, woodlands",2
147449,"Square plot 5 x 5 m, most habitats",2
147452,Linear plot,1
147453,"Square plot 5 x 5 m, most habitats",1
147454,"Square plot 10 x 10 m, woodlands",1
147455,"Square plot 5 x 5 m, most habitats",1
147456,Linear plot,1
147459,Linear plot,1
147460,"Square plot 5 x 5 m, most habitats",2
147461,"Square plot 5 x 5 m, most habitats",2
147462,Linear plot,10
147463,"Square plot 5 x 5 m, most habitats",10
147464,Linear plot,10
147465,"Square plot 5 x 5 m, most habitats",10
147466,"Square plot 5 x 5 m, most habitats",2
147471,"Square plot 10 x 10 m, woodlands",6
147485,Linear plot,7
147486,"Square plot 5 x 5 m, most habitats",6
147487,Linear plot,6
147488,"Square plot 5 x 5 m, most habitats",6
147508,"Square plot 5 x 5 m, most habitats",2
147509,Linear plot,2
147537,Linear plot,12
147538,Linear plot,12
147647,Linear plot,1
147692,Linear plot,2
147693,"Square plot 10 x 10 m, woodlands",2
147798,"Square plot 5 x 5 m, most habitats",2
147799,Linear plot,2
147962,"Square plot 5 x 5 m, most habitats",8
147963,Linear plot,8
147964,Linear plot,8
148117,"Square plot 10 x 10 m, woodlands",2
148119,"Square plot 5 x 5 m, most habitats",2
148120,"Square plot 5 x 5 m, most habitats",2
148121,Linear plot,1
148122,Linear plot,2
148302,Linear plot,1
148320,Linear plot,2
148321,Linear plot,2
148322,"Square plot 10 x 10 m, woodlands",2
148323,"Square plot 5 x 5 m, most habitats",2
148324,"Square plot 5 x 5 m, most habitats",2
148686,Linear plot,3
148687,"Square plot 5 x 5 m, most habitats",3
148688,Linear plot,1
148689,"Square plot 5 x 5 m, most habitats",3
148690,"Square plot 5 x 5 m, most habitats",3
151084,"Square plot 10 x 10 m, woodlands",1
151085,"Square plot 5 x 5 m, most habitats",1
151087,Linear plot,1
151392,"Square plot 10 x 10 m, woodlands",7
151393,Linear plot,7
151394,"Square plot 5 x 5 m, most habitats",7
151395,"Square plot 10 x 10 m, woodlands",7
151431,"Square plot 5 x 5 m, most habitats",2
151691,"Square plot 10 x 10 m, woodlands",6
151692,"Square plot 10 x 10 m, woodlands",6
151693,"Square plot 5 x 5 m, most habitats",6
151694,Linear plot,6
151695,Linear plot,6
154986,"Square plot 5 x 5 m, most habitats",2
154989,Linear plot,2
154990,"Square plot 5 x 5 m, most habitats",2
154991,"Square plot 5 x 5 m, most habitats",2
154992,"Square plot 5 x 5 m, most habitats",2
158190,"Square plot 10 x 10 m, woodlands",12
158192,"Square plot 5 x 5 m, most habitats",12
158194,Linear plot,12
158703,"Square plot 5 x 5 m, most habitats",4
158714,Linear plot,14
158715,"Square plot 10 x 10 m, woodlands",14
158716,"Square plot 5 x 5 m, most habitats",14
158854,Linear plot,1
158861,Linear plot,5
158862,Linear plot,5
158878,Linear plot,6
158879,"Square plot 5 x 5 m, most habitats",4
158880,Linear plot,6
158884,"Square plot 5 x 5 m, most habitats",5
158893,Linear plot,15
158894,"Square plot 5 x 5 m, most habitats",15
158898,"Square plot 5 x 5 m, most habitats",6
158899,Linear plot,6
158900,"Square plot 10 x 10 m, woodlands",6
158901,"Square plot 10 x 10 m, woodlands",15
158902,"Square plot 5 x 5 m, most habitats",6
158903,"Square plot 10 x 10 m, woodlands",6
158908,"Square plot 5 x 5 m, most habitats",5
158953,"Square plot 5 x 5 m, most habitats",4
158991,"Square plot 5 x 5 m, most habitats",2
158994,Linear plot,2
158995,"Square plot 5 x 5 m, most habitats",2
158996,"Square plot 5 x 5 m, most habitats",2
158997,Linear plot,2
159041,Linear plot,10
159042,"Square plot 10 x 10 m, woodlands",13
159043,Linear plot,13
159044,"Square plot 5 x 5 m, most habitats",11
159055,Linear plot,7
159056,Linear plot,7
159057,"Square plot 5 x 5 m, most habitats",7
159070,"Square plot 10 x 10 m, woodlands",5
159071,"Square plot 5 x 5 m, most habitats",4
159073,Linear plot,5
159149,"Square plot 5 x 5 m, most habitats",3
159160,Linear plot,3
159161,"Square plot 10 x 10 m, woodlands",1
159165,"Square plot 5 x 5 m, most habitats",1
159173,Linear plot,1
159195,"Square plot 5 x 5 m, most habitats",2
159196,"Square plot 10 x 10 m, woodlands",2
159205,"Square plot 10 x 10 m, woodlands",3
159206,"Square plot 5 x 5 m, most habitats",3
159208,Linear plot,3
159209,"Square plot 5 x 5 m, most habitats",3
159211,Linear plot,3
159212,"Square plot 5 x 5 m, most habitats",2
159213,Linear plot,3
159215,"Square plot 10 x 10 m, woodlands",3
159216,"Square plot 5 x 5 m, most habitats",3
159223,Linear plot,6
159237,"Square plot 5 x 5 m, most habitats",5
159238,Linear plot,2
159239,"Square plot 5 x 5 m, most habitats",2
159241,"Square plot 5 x 5 m, most habitats",1
159253,"Square plot 10 x 10 m, woodlands",4
159254,Linear plot,3
159259,Linear plot,2
159260,Linear plot,2
159265,"Square plot 5 x 5 m, most habitats",2
159284,"Square plot 10 x 10 m, woodlands",11
159297,Linear plot,8
159299,"Square plot 5 x 5 m, most habitats",4
159301,"Square plot 5 x 5 m, most habitats",4
159302,"Square plot 5 x 5 m, most habitats",13
159304,"Square plot 5 x 5 m, most habitats",11
159305,Linear plot,13
159306,"Square plot 5 x 5 m, most habitats",13
159326,"Square plot 5 x 5 m, most habitats",1
159327,Linear plot,1
159365,"Square plot 5 x 5 m, most habitats",3
159369,Linear plot,3
159370,"Square plot 10 x 10 m, woodlands",4
159371,Linear plot,5
159372,"Square plot 5 x 5 m, most habitats",5
159381,"Square plot 5 x 5 m, most habitats",12
159383,Linear plot,12
159418,"Square plot 5 x 5 m, most habitats",11
159430,"Square plot 10 x 10 m, woodlands",6
159431,"Square plot 5 x 5 m, most habitats",5
159432,"Square plot 5 x 5 m, most habitats",6
159434,"Square plot 5 x 5 m, most habitats",6
159439,"Square plot 5 x 5 m, most habitats",1
159507,Linear plot,17
159508,Linear plot,16
159509,"Square plot 5 x 5 m, most habitats",16
159510,Linear plot,16
159512,Linear plot,16
159900,"Square plot 5 x 5 m, most habitats",1
159901,Linear plot,1
159902,"Square plot 5 x 5 m, most habitats",1
159968,"Square plot 5 x 5 m, most habitats",2
159970,"Square plot 10 x 10 m, woodlands",2
159974,Linear plot,2
159976,Linear plot,2
159977,"Square plot 5 x 5 m, most habitats",3
159978,"Square plot 5 x 5 m, most habitats",2
160009,Linear plot,14
160124,Linear plot,2
160136,Linear plot,3
160154,"Square plot 5 x 5 m, most habitats",9
160157,"Square plot 5 x 5 m, most habitats",1
160200,"Square plot 5 x 5 m, most habitats",1
160211,Linear plot,10
160212,"Square plot 5 x 5 m, most habitats",9
160216,"Square plot 5 x 5 m, most habitats",9
160218,"Square plot 5 x 5 m, most habitats",3
160219,"Square plot 5 x 5 m, most habitats",3
160220,"Square plot 5 x 5 m, most habitats",3
160221,Linear plot,3
160222,Linear plot,3
160256,"Square plot 5 x 5 m, most habitats",7
160259,"Square plot 10 x 10 m, woodlands",8
160260,"Square plot 5 x 5 m, most habitats",8
160270,Linear plot,8
160271,Linear plot,8
160277,"Square plot 5 x 5 m, most habitats",13
160346,"Square plot 10 x 10 m, woodlands",2
160347,"Square plot 10 x 10 m, woodlands",2
160348,"Square plot 10 x 10 m, woodlands",2
160349,Linear plot,2
160350,Linear plot,2
160372,"Square plot 5 x 5 m, most habitats",6
160373,Linear plot,6
160375,"Square plot 5 x 5 m, most habitats",6
160376,Linear plot,6
160377,Linear plot,6
160388,"Square plot 5 x 5 m, most habitats",12
160389,"Square plot 5 x 5 m, most habitats",12
160390,Linear plot,11
160425,"Square plot 5 x 5 m, most habitats",12
160427,Linear plot,13
160428,"Square plot 5 x 5 m, most habitats",13
160429,"Square plot 5 x 5 m, most habitats",13
160431,"Square plot 5 x 5 m, most habitats",13
160434,Linear plot,14
160436,"Square plot 5 x 5 m, most habitats",14
160659,Linear plot,2
160660,"Square plot 10 x 10 m, woodlands",2
160706,"Square plot 5 x 5 m, most habitats",16
160764,"Square plot 5 x 5 m, most habitats",5
160765,"Square plot 5 x 5 m, most habitats",7
160767,"Square plot 5 x 5 m, most habitats",5
160768,Linear plot,5
160769,Linear plot,4
160774,"Square plot 10 x 10 m, woodlands",16
160775,"Square plot 5 x 5 m, most habitats",16
160776,"Square plot 5 x 5 m, most habitats",17
160777,Linear plot,16
160778,Linear plot,16
160801,"Square plot 5 x 5 m, most habitats",5
160802,"Square plot 5 x 5 m, most habitats",5
160804,"Square plot 5 x 5 m, most habitats",5
160805,"Square plot 5 x 5 m, most habitats",5
160809,"Square plot 5 x 5 m, most habitats",5
160811,"Square plot 10 x 10 m, woodlands",1
160812,"Square plot 10 x 10 m, woodlands",1
160813,"Square plot 10 x 10 m, woodlands",1
160814,"Square plot 10 x 10 m, woodlands",1
160815,"Square plot 10 x 10 m, woodlands",1
160902,"Square plot 10 x 10 m, woodlands",6
160903,"Square plot 5 x 5 m, most habitats",1
160904,"Square plot 5 x 5 m, most habitats",7
160941,"Square plot 5 x 5 m, most habitats",3
160943,Linear plot,3
160948,Linear plot,1
161007,"Square plot 5 x 5 m, most habitats",1
161028,"Square plot 5 x 5 m, most habitats",3
161029,Linear plot,3
161035,"Square plot 5 x 5 m, most habitats",3
161036,Linear plot,4
161037,Linear plot,4
161038,"Square plot 5 x 5 m, most habitats",4
161039,"Square plot 5 x 5 m, most habitats",4
161054,Linear plot,3
161077,"Square plot 5 x 5 m, most habitats",13
161078,"Square plot 5 x 5 m, most habitats",6
161079,Linear plot,9
161112,"Square plot 5 x 5 m, most habitats",9
161113,"Square plot 5 x 5 m, most habitats",10
161117,Linear plot,2
161419,"Square plot 5 x 5 m, most habitats",2
161420,"Square plot 5 x 5 m, most habitats",2
161422,"Square plot 5 x 5 m, most habitats",2
161560,Linear plot,12
161561,"Square plot 5 x 5 m, most habitats",11
161636,"Square plot 5 x 5 m, most habitats",11
161637,"Square plot 5 x 5 m, most habitats",11
161661,Linear plot,2
161662,"Square plot 5 x 5 m, most habitats",2
161668,"Square plot 5 x 5 m, most habitats",2
161670,Linear plot,2
161671,"Square plot 5 x 5 m, most habitats",2
161711,Linear plot,4
161748,Linear plot,3
161749,"Square plot 10 x 10 m, woodlands",7
161750,"Square plot 5 x 5 m, most habitats",6
161751,"Square plot 10 x 10 m, woodlands",3
161752,"Square plot 10 x 10 m, woodlands",7
161753,Linear plot,7
161754,Linear plot,8
161784,Linear plot,6
161786,"Square plot 5 x 5 m, most habitats",5
161787,"Square plot 5 x 5 m, most habitats",4
161788,"Square plot 5 x 5 m, most habitats",3
161792,"Square plot 5 x 5 m, most habitats",4
161800,"Square plot 5 x 5 m, most habitats",4
161807,"Square plot 10 x 10 m, woodlands",1
161809,"Square plot 10 x 10 m, woodlands",4
161810,"Square plot 5 x 5 m, most habitats",1
161813,Linear plot,1
161825,Linear plot,4
161832,Linear plot,4
161902,"Square plot 5 x 5 m, most habitats",9
161903,"Square plot 5 x 5 m, most habitats",9
161905,Linear plot,10
161906,Linear plot,9
161991,Linear plot,11
161993,Linear plot,11
162024,"Square plot 5 x 5 m, most habitats",16
162025,"Square plot 5 x 5 m, most habitats",16
162026,"Square plot 5 x 5 m, most habitats",16
162037,Linear plot,16
162038,"Square plot 5 x 5 m, most habitats",16
162050,"Square plot 10 x 10 m, woodlands",3
162051,Linear plot,4
162052,Linear plot,4
162202,Linear plot,1
162203,Linear plot,1
162233,"Square plot 5 x 5 m, most habitats",6
162242,"Square plot 5 x 5 m, most habitats",13
162268,"Square plot 10 x 10 m, woodlands",14
162269,Linear plot,14
162272,Linear plot,14
162273,"Square plot 5 x 5 m, most habitats",14
162274,Linear plot,14
162314,Linear plot,13
162442,"Square plot 10 x 10 m, woodlands",1
162443,"Square plot 10 x 10 m, woodlands",1
162446,"Square plot 5 x 5 m, most habitats",4
162447,Linear plot,4
162448,Linear plot,4
162449,Linear plot,4
162450,"Square plot 10 x 10 m, woodlands",4
162474,"Square plot 5 x 5 m, most habitats",13
162484,"Square plot 5 x 5 m, most habitats",4
162487,"Square plot 5 x 5 m, most habitats",3
162534,"Square plot 5 x 5 m, most habitats",1
162535,"Square plot 5 x 5 m, most habitats",4
162629,"Square plot 5 x 5 m, most habitats",1
162642,Linear plot,16
162643,"Square plot 5 x 5 m, most habitats",15
162644,"Square plot 5 x 5 m, most habitats",15
162645,"Square plot 10 x 10 m, woodlands",15
162646,Linear plot,4
162663,"Square plot 5 x 5 m, most habitats",5
162697,"Square plot 5 x 5 m, most habitats",1
162752,"Square plot 5 x 5 m, most habitats",1
162831,"Square plot 5 x 5 m, most habitats",2
162833,"Square plot 5 x 5 m, most habitats",1
162840,"Square plot 5 x 5 m, most habitats",1
162841,Linear plot,1
162842,"Square plot 5 x 5 m, most habitats",1
162954,Linear plot,1
162956,"Square plot 5 x 5 m, most habitats",6
162957,"Square plot 5 x 5 m, most habitats",3
162983,"Square plot 5 x 5 m, most habitats",7
163009,"Square plot 5 x 5 m, most habitats",4
163058,"Square plot 5 x 5 m, most habitats",7
163059,"Square plot 5 x 5 m, most habitats",7
163061,"Square plot 5 x 5 m, most habitats",3
163065,"Square plot 5 x 5 m, most habitats",8
163077,Linear plot,2
163085,"Square plot 10 x 10 m, woodlands",6
163120,"Square plot 5 x 5 m, most habitats",5
163121,"Square plot 5 x 5 m, most habitats",4
163129,"Square plot 10 x 10 m, woodlands",6
163147,"Square plot 10 x 10 m, woodlands",12
163156,"Square plot 10 x 10 m, woodlands",12
163157,"Square plot 5 x 5 m, most habitats",12
163158,Linear plot,12
163159,Linear plot,12
163196,"Square plot 5 x 5 m, most habitats",6
163197,"Square plot 5 x 5 m, most habitats",1
163198,Linear plot,6
163202,Linear plot,1
163219,"Square plot 5 x 5 m, most habitats",1
163260,"Square plot 10 x 10 m, woodlands",5
163286,"Square plot 5 x 5 m, most habitats",2
163291,"Square plot 5 x 5 m, most habitats",2
163292,Linear plot,2
163293,"Square plot 5 x 5 m, most habitats",2
163315,Linear plot,10
163316,"Square plot 10 x 10 m, woodlands",10
163321,Linear plot,1
163370,"Square plot 10 x 10 m, woodlands",8
163372,"Square plot 10 x 10 m, woodlands",8
163374,Linear plot,7
163375,Linear plot,13
163410,"Square plot 5 x 5 m, most habitats",2
163434,"Square plot 5 x 5 m, most habitats",3
163435,"Square plot 10 x 10 m, woodlands",3
163436,Linear plot,4
163438,"Square plot 5 x 5 m, most habitats",3
163439,"Square plot 10 x 10 m, woodlands",3
163440,Linear plot,3
163532,"Square plot 10 x 10 m, woodlands",1
163533,Linear plot,1
163534,Linear plot,1
163535,"Square plot 5 x 5 m, most habitats",1
163536,"Square plot 5 x 5 m, most habitats",2
163537,Linear plot,2
163545,Linear plot,2
163549,Linear plot,1
163550,Linear plot,1
163551,"Square plot 5 x 5 m, most habitats",1
163552,"Square plot 5 x 5 m, most habitats",1
163553,"Square plot 5 x 5 m, most habitats",1
163567,Linear plot,9
163569,"Square plot 5 x 5 m, most habitats",8
163584,"Square plot 10 x 10 m, woodlands",2
163585,Linear plot,2
163586,"Square plot 5 x 5 m, most habitats",2
163617,Linear plot,8
163618,"Square plot 5 x 5 m, most habitats",8
163619,"Square plot 5 x 5 m, most habitats",8
163631,"Square plot 5 x 5 m, most habitats",4
163640,Linear plot,7
163641,Linear plot,6
163649,Linear plot,4
163653,"Square plot 5 x 5 m, most habitats",6
163655,"Square plot 5 x 5 m, most habitats",6
163656,"Square plot 5 x 5 m, most habitats",5
163678,"Square plot 5 x 5 m, most habitats",3
163681,"Square plot 10 x 10 m, woodlands",3
163682,"Square plot 5 x 5 m, most habitats",3
163683,"Square plot 10 x 10 m, woodlands",3
163684,Linear plot,3
163687,"Square plot 10 x 10 m, woodlands",4
163720,Linear plot,1
163721,Linear plot,1
163722,"Square plot 10 x 10 m, woodlands",1
163723,"Square plot 10 x 10 m, woodlands",1
163731,Linear plot,13
163733,Linear plot,14
163751,"Square plot 5 x 5 m, most habitats",14
163754,"Square plot 10 x 10 m, woodlands",14
163755,Linear plot,10
163756,Linear plot,10
163757,Linear plot,10
163758,Linear plot,10
163759,Linear plot,10
163760,"Square plot 10 x 10 m, woodlands",14
163761,"Square plot 5 x 5 m, most habitats",14
163791,Linear plot,12
163792,Linear plot,14
163793,"Square plot 5 x 5 m, most habitats",12
163812,"Square plot 5 x 5 m, most habitats",6
163813,"Square plot 5 x 5 m, most habitats",6
163814,"Square plot 5 x 5 m, most habitats",6
163815,Linear plot,6
163816,Linear plot,6
163818,Linear plot,8
163819,"Square plot 5 x 5 m, most habitats",8
163821,"Square plot 5 x 5 m, most habitats",8
163822,"Square plot 10 x 10 m, woodlands",4
163823,"Square plot 5 x 5 m, most habitats",8
163824,"Square plot 5 x 5 m, most habitats",4
163855,"Square plot 5 x 5 m, most habitats",2
163856,Linear plot,2
163862,Linear plot,2
163863,"Square plot 5 x 5 m, most habitats",2
163864,Linear plot,2
163865,"Square plot 5 x 5 m, most habitats",2
163878,"Square plot 5 x 5 m, most habitats",2
163880,Linear plot,1
163881,"Square plot 5 x 5 m, most habitats",1
163882,"Square plot 5 x 5 m, most habitats",1
163883,"Square plot 5 x 5 m, most habitats",1
163889,"Square plot 5 x 5 m, most habitats",1
163890,"Square plot 5 x 5 m, most habitats",5
163892,Linear plot,5
163894,Linear plot,5
163895,"Square plot 5 x 5 m, most habitats",5
163896,"Square plot 5 x 5 m, most habitats",5
163897,Linear plot,14
163898,"Square plot 5 x 5 m, most habitats",14
163901,Linear plot,3
163903,"Square plot 5 x 5 m, most habitats",1
163904,"Square plot 5 x 5 m, most habitats",1
163905,"Square plot 5 x 5 m, most habitats",1
163906,"Square plot 5 x 5 m, most habitats",1
163944,Linear plot,8
163961,"Square plot 5 x 5 m, most habitats",2
163965,"Square plot 5 x 5 m, most habitats",2
163966,"Square plot 10 x 10 m, woodlands",8
163967,"Square plot 10 x 10 m, woodlands",10
163968,Linear plot,10
